"Sure, it was cheesy and nonsensical and at times corny, but at least the filmmakers didn't try. While most TV movies border on the brink of mediocrity, this film actually has some redeeming qualities to it. The cinematography was pretty good for a TV film, and Viggo Mortensen displays shades of Aragorn in a film about a man who played by his own rules. Most of the flashback sequences were kind of cheesy, but the scene with the mountain lion was intense. I was kind of annoyed by Jason Priestly's role in the film as a rebellious shock-jock, but then again, it's a TV MOVIE! Despite all of the good things, the soundtrack was atrocious. However, it was nice to see Tucson, Arizona prominently featured in the film.","ज़रूर, यह पनीर और बेतुका और समय पर मकई था, लेकिन कम से कम फिल्म निर्माताओं की कोशिश नहीं की । जबकि अधिकांश टीवी फिल्में औसत दर्जे के कगार पर सीमा, इस फिल्म वास्तव में यह करने के लिए कुछ भुनाने के गुण है । सिने एक टीवी फिल्म के लिए बहुत अच्छा था, और Viggo Mortensen एक आदमी है जो अपने स्वयं के नियमों के द्वारा निभाई के बारे में एक फिल्म में Aragorn के रंगों को प्रदर्शित करता है । फ़्लैश बैक अनुक्रम के अधिकांश पनीर की तरह थे, लेकिन पहाड़ शेर के साथ दृश्य तीव्र था । मैं एक विद्रोही सदमे के रूप में फिल्म में जेसन पुजारी की भूमिका से नाराज की तरह था-जॉक, लेकिन फिर, यह एक टीवी फिल्म है! सभी अच्छी चीजों के बावजूद, साउंडट्रैक नृशंस था । हालांकि, यह Tucson, एरिज़ोना प्रमुखता से फिल्म में छपी देखने के लिए अच्छा था ।",7
"For a movie with a plot like this I would normally smell ""tearjerker"" in the first ten minutes and turn it off, but this was very well made, with emotional subtleties, great acting, and some genuinely funny moments. It was also interesting to see a different culture - a vanishing one at that. My wife and I both dug it!","इस तरह एक भूखंड के साथ एक फिल्म के लिए मैं आम तौर पर गंध होगा ""tearjerker"" पहले दस मिनट में और इसे बंद है, लेकिन यह बहुत अच्छी तरह से बनाया गया था, भावनात्मक बारीकियों के साथ, महान अभिनय, और कुछ वास्तव में अजीब क्षणों । यह भी एक अलग संस्कृति देखना दिलचस्प था-उस पर एक गायब हो । मेरी पत्नी और मैं दोनों इसे खोद दिया!",8
"A meteor drops from the sky and reawakens a plesiosaur that long ago used to terrorize the area around Crater Lake . As the monster eats the locals they try and find away of killing the monster.<br /><br />Recent attempts at sending up old horror and science fiction films like Lost Skeleton of Cadavra and Alien Trespass are kind of rendered moot when you have films like Crater Lake Monster available for screening. It's the sort of film that those films spoof and send up only this is the real deal. Its everything those films try to be only with out the tongue in cheek and its so much more fun because of it. This is a real drive-in sort of film that had the unfortunate luck of coming just as Star Wars changed the way we look at special effects. The monster, a mix of stop motion and a life size head, is a charmingly quaint little beast. The filmmakers spoil the audience with frequent shots of the monster and its mayhem. Sure its clear that its all fake, but isn't movies about suspension of disbelief? Actually I think its about really cool monsters, which this has.<br /><br />I like this movie in a low budget drive in sort of a way. If you want a real authentic drive in monster movie look no farther. This would be perfect for a double or triple feature with similar lake monster films (Boggy Creek etc.)","एक उल्का आकाश से गिरता है और एक plesiosaur कि लंबे समय पहले गड्ढा झील के आसपास के क्षेत्र आतंकित के लिए इस्तेमाल किया जागता है । के रूप में राक्षस स्थानीय लोगों को वे कोशिश करते है और राक्षस की हत्या से दूर मिल खाती है । < br/> < br/> पुराने हॉरर और Cadavra और विदेशी अतिचार के खो कंकाल की तरह विज्ञान कथा फिल्मों को भेजने में हाल ही में प्रयास प्रदान की तरह कर रहे हैं जब आप गड्ढा झील की तरह फिल्मों है राक्षस स्क्रीनिंग के लिए उपलब्ध है । यह फिल्म की तरह है कि उन फिल्मों spoof और भेजने के केवल इस असली सौदा है । अपनी सब कुछ उन फिल्मों के लिए बाहर गाल में जीभ और इसकी वजह से इतना अधिक मज़ा के साथ ही की कोशिश करो । यह एक असली ड्राइव है फिल्म है कि बस के रूप में स्टार वार्स के रूप में आने का दुर्भाग्यपूर्ण भाग्य था की तरह में हम विशेष प्रभाव को देखो बदल दिया है । राक्षस, बंद गति और एक जीवन का आकार सिर का मिश्रण, एक आकर्षक विचित्र सा जानवर है । फिल्मकार राक्षस के लगातार शॉट्स और उसकी तबाही से दर्शकों को खराब करते हैं । यकीन है कि अपनी स्पष्ट है कि अपने सभी नकली है, लेकिन अविश्वास के निलंबन के बारे में फिल्में नहीं है? वास्तव में मुझे लगता है कि इसके बारे में वास्तव में शांत राक्षसों, जो इस है । < br/> < br/> मैं एक तरह से एक कम बजट ड्राइव में इस फिल्म की तरह । आप राक्षस फिल्म में एक असली प्रामाणिक ड्राइव चाहते हैं, तो कोई आगे देखो । यह समान झील राक्षस फिल्मों (षड्यंत्रपूर्वक क्रीक आदि) के साथ एक डबल या ट्रिपल सुविधा के लिए एकदम सही होगा",8
"While it certainly wasn't the best movie I've ever seen, it was certainly worth the $8 (which can't be said for many movies these days.)<br /><br />This was a pleasant account of a true story, although many of the details of the real story were twisted for the movie, (ie, Billy Sunday's character was three or four people in the real story combined together.) Robert DeNiro was of course good, and Cuba Gooding, Jr., was also impressive.","हालांकि यह निश्चित रूप से सबसे अच्छी फिल्म मैंने कभी देखा नहीं था, यह निश्चित रूप से $८ के लायक था (जो इन दिनों कई फिल्मों के लिए नहीं कहा जा सकता है.) < br/> < br/> यह एक सच्ची कहानी का एक सुखद खाता था, हालांकि असली कहानी के विवरण के कई फिल्म के लिए मुड़ रहे थे, (यानी, बिली रविवार चरित्र असली कहानी में तीन या चार लोगों को एक साथ संयुक्त था.) रॉबर्ट DeNiro पाठ्यक्रम अच्छा था, और क्यूबा, जूनियर, भी प्रभावशाली था ।",7
"I just recently watched this 1954 movie starring Vincent Price for the first time on Turner Classic Movies. Price portrays Don Gallico, a magician/inventor who is driven to murder when his boss steals several of his magical inventions (and also his wife, portrayed in a brief role by the lovely Eva Gabor). Even though Price is a murderer, I actually found myself rooting for him, he is a sympathetic character who is driven mad by the greedy people around him who keep taking advantage of him.<br /><br />Although this movie doesn't have the ""horror"" factor of some of his more famous roles (such as my favorite, ""House of Wax"") it nonetheless has enough going for it to keep the viewers interest. <br /><br />This is a must for Vincent Price fans.","मैं अभी हाल ही में इस १९५४ टर्नर क्लासिक फिल्मों पर पहली बार के लिए विंसेंट मूल्य अभिनीत फिल्म देख चुके हैं । मूल्य चित्रित करता है डॉन Gallico, एक जादूगर/आविष्कारक जो हत्या के लिए प्रेरित जब उसके मालिक अपने जादुई आविष्कार के कई चुरा रहा है (और भी अपनी पत्नी, सुंदर ईवा Gabor द्वारा एक संक्षिप्त भूमिका में चित्रित) । भले ही कीमत एक कातिल है, मैं वास्तव में अपने आप को उसके लिए पक्ष में पाया, वह एक सहानुभूति चरित्र जो उसके आसपास लालची लोगों को जो उसे का लाभ ले रखने के द्वारा पागल है संचालित है । < br/> < br/> हालांकि इस फिल्म में उनके कुछ और का ' हॉरर ' फैक्टर नहीं है (जैसे मेरी पसंदीदा के रूप में प्रसिद्ध भूमिकाओं, ""मोम के घर"") यह फिर भी पर्याप्त के लिए यह दर्शकों के हित रखने के लिए जा रहा है । < br/> < br/> यह विंसेंट मूल्य प्रशंसकों के लिए बहुत जरूरी है ।",7
"Starlift is a pleasant and interesting throwback to those all star musical pictures that every studio was putting out during the World War II years. When you've got such stars as Gary Cooper, James Cagney, Doris Day, Gordon MacRae, and Randolph Scott, etc., in the film and with such people as the Gershwin Brothers, Cole Porter, Jule Styne and Sammy Cahn supplying the music, it's an easy to take film. And the plot isn't even in the way.<br /><br />What plot there is involves two Air Force enlisted men, Dick Wesson and Ron Hagerthy, trying to meet Warner Brothers starlet Janice Rule using as a gimmick the fact that both come from Youngstown, Ohio and Hagerthy's father was Rule's dentist as well as half of the town's. The scheme works too well as Louella Parsons is soon putting them as an item in her column. Yes, Louella's in the film as well. She must have liked Warner Brothers or Jack Warner catered to her more than the other studio bosses because she also used this studio to publicize her Hollywood Hotel radio program back in the day.<br /><br />But the rest of the plot also touched on the real life efforts of Ruth Roman also playing herself to get her studio and others to do shows at the Air Force bases for the servicemen and women going to Korea. Some of the names I've mentioned and others sing and perform in a show at Travis Air Force Base where a lot of this film was shot.<br /><br />One specialty number was shot for the talents of Phil Harris who sing/narrates a ballad Look Out Stranger, I'm A Texas Ranger aided and assisted by Virginia Gibson, Frank Lovejoy and Gary Cooper. Yup, Cooper looked like he was having a great old time kidding his image.<br /><br />This is the oldest of clichés when you say they don't make them like this any more, but they really don't because you don't have a studio system that has all this talent under contract. That's one thing about the demise of the old studio system we can mourn.","Starlift उन सभी स्टार संगीत चित्रों के लिए एक सुखद और दिलचस्प विपर्ययण है कि हर स्टूडियो द्वितीय विश्व युद्ध के वर्षों के दौरान बाहर डाल रहा था । जब आप गैरी कूपर, जेंस Cagney, डोरिस दिवस, गॉर्डन MacRae, और Randolph स्कॉट, आदि के रूप में इस तरह के सितारे मिल गया है, इस फिल्म में और Gershwin ब्रदर्स, कोल पोर्टर, जळले Styne और सैमी Cahn संगीत की आपूर्ति के रूप में ऐसे लोगों के साथ, यह एक आसान फिल्म लेने के लिए है । और साजिश भी रास्ते में नहीं है । < br/> < br/> क्या साजिश शामिल है दो वायु सेना निरोग पुरुषों, डिक Wesson और रॉन Hagerthy, वार्नर ब्रदर्स हीरोइनें जेनिस शासन एक नौटंकी के रूप में प्रयोग से मिलने की कोशिश कर तथ्य यह है कि दोनों Youngstown, ओहियो और Hagerthy के पिता से आते है शासन के दंत चिकित्सक के रूप में के रूप में अच्छी तरह से शहर के आधे था । इस योजना के रूप में भी अच्छी तरह से काम करता है Louella पार्संस जल्द ही उंहें अपने कॉलम में एक आइटम के रूप में डाल रहा है । हां, Louella के रूप में अच्छी तरह से फिल्म में है । वह वार्नर ब्रदर्स या जैक वार्नर पसंद आया होगा उसे अंय स्टूडियो मालिकों की तुलना में अधिक करने के लिए पूरा किया है क्योंकि वह भी इस स्टूडियो इस्तेमाल के लिए दिन में उसे हॉलीवुड होटल रेडियो कार्यक्रम वापस प्रचार । < br/> < br/> लेकिन प्लॉट के बाकी रियल लाइफ के प्रयासों पर भी छुआ  रूथ रोमन भी खुद को खेलने के लिए उसे स्टूडियो और दूसरों को सैनिकों और कोरिया जा रही महिलाओं के लिए वायु सेना के ठिकानों पर पता चलता है । नाम मैंने उल्लेख किया है और दूसरों के कुछ गाते है और ट्रैविस एयर फोर्स बेस में एक शो में प्रदर्शन जहां इस फिल्म का एक बहुत गोली मार दी थी । < br/> < br/> एक विशेषता संख्या फिल हैरिस की प्रतिभा के लिए गोली मार दी थी जो गाना/ , I ' ma टेक्सास रेंजर सहायता प्राप्त है और वर्जीनिया गिब्सन, फ्रैंक Lovejoy और गैरी कूपर द्वारा सहायता प्रदान की । हां, कूपर लग रहा था जैसे वह एक महान पुराने समय अपनी छवि मज़ाक कर रही थी । < br/> < br/> यह पुरानी का सबसे पुराना है जब आप कहते हैं कि वे उन्हें इस तरह से किसी भी अधिक नहीं करते हैं, लेकिन वे वास्तव में नहीं है क्योंकि आप एक स्टूडियो प्रणाली है कि अनुबंध के तहत यह सब प्रतिभा है नहीं है. कि पुराने स्टूडियो प्रणाली हम शोक कर सकते है के निधन के बारे में एक बात है ।",7
"Antonio Margheriti's ""Danza Macabra"" aka. ""Castle Of Blood"" of 1964 is a beautiful and incredibly haunting masterpiece of Italian Gothic Horror, and after Mario Bava's ""La Maschera Del Demonio"" (aka. ""Black Sunday"") of 1960 and Roger Corman's ""Pit And The Pendulum"" of 1961 (starring the great Vincent Price) another must-see that earned the wonderful Barbara Steele her more than deserved fame as the most important female Horror icon in the history of motion pictures. But not only is the beautiful and brilliant Barbara Steele one of my favorite actresses of all-time, the screenplay to ""Danza Macabra"" was co-written by no one less than the cinematic genius Sergio Corbucci, who directed such ingenious Spaghetti Western milestones as ""Django"" (1966) and ""The Great Silence"" (1968). Italy's number 2 in the field (right after Mario Bava), Director Antonio Margheriti is one of the all-time masters of Gothic Horror, and ""Castle of Blood"" is doubtlessly his greatest achievement. Hardly another film works so brilliantly in creating an incredibly haunting, yet beautiful atmosphere as it is the case with this creepy masterpiece. <br /><br />When he encounters the famous writer of brilliant macabre stories, Edgar Allen Poe, in a gloomy London tavern, young journalist Alan Foster (Georges Rivière) accepts a bet from a nobleman, that he can not spend a night in his haunted castle in the night of all souls' eve. As soon as Foster enters the eerie castle, mysterious things start to happen. After a little while, however, he encounters an enchanting resident of the castle, the stunningly beautiful Elisabeth Blackwood (Barbara Steele). The mysterious events so far, however, have only been forebodings of the terrors the castle bears, however...<br /><br />The eerie castle setting alone would be sufficient to create a gloomy mood, the excellent black and white cinematography and a great score by Riz Ortolani create an incredibly haunting atmosphere that is eerie beyond comparison. The wonderful Barbara Steele is fantastic as always, I simply can not find enough words to praise this wonderful actress. No other actress has ever been capable of uniting ravishing beauty with the uncanny as it is the case with Steele, and no actress ever will. Besides Steele, the movie's cast contains another stunning beauty, Margarete Robsahm, and she also delivers a great performance. George Rivière's performance as Alan Foster is great, and the rest of the performances are also very good. ""Castle of Blood"" is outstanding in many departments: Barbara Steele Delivers one of her best performances, the cinematography and locations are beautifully haunting beyond comparison, the atmosphere is incredibly eerie... The film simply is a perfect whole of atmosphere, Gothic beauty and the art of terror. In short: ""Castle of Blood"" is one of the most atmospheric and greatest Gothic Horror films ever made, and must not be missed by anyone interested in the genre! 10/10","एंटोनियो Margheriti के ""Danza Macabra"" उर्फ । ""१९६४ के रक्त के कैसल"" इतालवी गोथिक हॉरर के एक सुंदर और अविश्वसनीय रूप से सता कृति है, और मारियो Bava के बाद ""La Maschera Del Demonio"" (उर्फ । ""ब्लैक रविवार"") के १९६० और रोजर है Corman ""गड्ढे और १९६१ के पेंडुलम"" (ग्रेट विंसेंट मूल्य अभिनीत) एक और देखना होगा कि अद्भुत बारबरा उसे अधिक से अधिक के रूप में प्रसिद्धि के लिए अर्जित की शोहरत के इतिहास में सबसे महत्वपूर्ण महिला डरावनी आइकन चित्र. लेकिन न केवल सुंदर और प्रतिभाशाली बारबरा steele सभी समय की मेरी पसंदीदा अभिनेत्रियों में से एक है, पटकथा के लिए ""Danza Macabra"" सह था कोई एक सिनेमाई प्रतिभाशाली सर्जियो Corbucci, जो इस तरह के सरल स्पेगेटी पश्चिमी मील के पत्थर के निर्देशन से भी कम से लिखा के रूप में ""Django"" (१९६६) और ""महान मौन"" (१९६८) । इटली के क्षेत्र में 2 नंबर (सही मारियो Bava के बाद), निर्देशक एंटोनियो Margheriti गोथिक हॉरर के सभी समय परास्नातक में से एक है, और ""रक्त के महल"" doubtlessly उसकी सबसे बड़ी उपलब्धि है । शायद ही एक और फिल्म के रूप में यह इस खौफनाक कृति के साथ मामला है एक अविश्वसनीय सता, अभी तक सुंदर वातावरण बनाने में इतनी शानदार ढंग से काम करता है । < br/> < br/> जब वो शानदार तांडव कहानियों की मशहूर लेखिका से मुठभेड़ हुई, एडगर एलन पो, एक उदास लंदन मधुशाला में, युवा पत्रकार एलन फोस्टर (जार्ज Rivière) एक रईस से एक शर्त स्वीकार करते हैं, कि वह सभी की रात में अपने प्रेतवाधित महल में एक रात खर्च नहीं कर सकते ' आत्मा ईव । जैसे ही फोस्टर भयानक महल में प्रवेश करती है, रहस्यमय बातें होने लगते हैं । थोड़ी देर के बाद, तथापि, वह महल, आश्चर्यजनक सुंदर Elisabeth ब्लैकवुड (बारबरा स्टील) के एक करामाती निवासी मुठभेड़ों । रहस्यमय घटनाओं अब तक, लेकिन, केवल आतंकियों के forebodings गया है महल भालू, लेकिन.. । < br/> < br/> अकेले भयानक महल सेटिंग एक उदास मूड बनाने के लिए पर्याप्त होगा, उत्कृष्ट काले और सफेद छायांकन और Riz द्वारा एक महान स्कोर Ortolani एक अविश्वसनीय सता माहौल है कि तुलना से परे भयानक है बनाएं । अद्भुत बारबरा steele हमेशा की तरह शानदार है, मैं बस पर्याप्त शब्दों को इस अद्भुत अभिनेत्री की प्रशंसा नहीं मिल सकता है । कोई अंय अभिनेत्री कभी अलौकिक के साथ दिलकश सुंदरता को एकजुट करने में सक्षम है के रूप में यह steele के साथ मामला है, और कोई अभिनेत्री कभी नहीं होगा । स्टील के अलावा, फिल्म के कलाकारों एक और आश्चर्यजनक सौंदर्य, मार्गरेट Robsahm शामिल हैं, और वह भी एक महान प्रदर्शन बचाता है । जॉर्ज Rivière's प्रदर्शन के रूप में एलन फोस्टर महान है, और प्रदर्शन के बाकी भी बहुत अच्छे हैं । ""रक्त के कैसल"" कई विभागों में बकाया है: बारबरा स्टील उसे सबसे अच्छा प्रदर्शन में से एक बचाता है, सिने और स्थानों की तुलना से परे खूबसूरती सता रहे हैं, वातावरण अविश्वसनीय रूप से भयानक है.. । फिल्म बस वातावरण, गोथिक सौंदर्य और आतंक की कला का एक पूर्ण पूर्ण है । संक्षेप में: ""रक्त के कैसल"" सबसे वायुमंडलीय और सबसे बड़ी गोथिक हॉरर फिल्मों कभी बनाया में से एक है, और शैली में रुचि किसी ने याद नहीं किया जाना चाहिए! 10/10",10
"A famous orchestra conductor, Daniel Dareus, suffers what appears a heart attack as he finished conducting a concert. Suddenly, we watch him as he arrives in the small town that he has left years before. Since he left so young, and having his name changed contributes to give him a new persona. He has bought the old school building where he plans to stay. The building needs a lot of work. One would expect a man in his position to have all the comforts of the world he left behind to be installed in his new abode, but no, Daniel puts up with the harsh winter in his own way.<br /><br />The local pastor, Stig, whose church has a small choir, comes calling to see if he can interest Daniel in helping, but the conductor has no desire to go back to music. Daniel begins to explore his new universe. The town's people leave him alone. He makes an impression on Lena, who works in the local store where he goes to get his food supplies. Little by little, he comes around and decides to involve himself with the choir. Lena will ultimately fall in love with Daniel.<br /><br />At first, the relationship between Daniel and the choir members is not exactly what he expected. As they get to know him better, they come around to accept him and make him one of them. His new position doesn't endear him to the woman who used to be in charge. The members of the choir are a motley crew, but they realize the change Daniel has made in the way they interpret different songs. The new piece composed for Gabriella, a battered wife, makes a great impact in her life and that of her fellow singers.<br /><br />Daniel's ideas for the repertoire clash with Stig's own. The vicar suddenly begins seeing Daniel in a new light; he is a tormented man who likes to read pornographic magazines before making love to his wife, Siv. His ideas clash with the dogma, as Siv points to him. Stig decides to try to put a stop to what he considers an unhealthy influence of Daniel by firing him as the head of the choir.<br /><br />The choir, which has been invited to participate in a competition travels to Austria. Daniel, who by now has fallen totally for Lena, has a chance to show for the first time in his life his feelings for her when she starts to gets doubts about their relationship. Daniel who is late for his own concert, gets to hear them making extraordinary music even though he is not in among them.<br /><br />Kay Pollak, the director of this enormously appealing film, shows he was the man to direct it. The story involves the viewer from the start. Great part of the success of the movie goes to the ensemble cast that was put together. William Nykvist, who plays the leading role is the best excuse for watching the film. Frida Hallgren, Niklas Falk, Ylva Loof, do excellent work for Mr. Pollak.<br /><br />Stefan Nilsson is the composer for most of the beautiful music one hears. Harald Gunnar Paalgard's cinematography makes the film look better capturing different seasons for the viewer in their beauty.","एक प्रसिद्ध आर्केस्ट्रा कंडक्टर, डैनियल Dareus, पीड़ित क्या एक दिल का दौरा पड़ता है के रूप में वह एक संगीत कार्यक्रम आयोजित समाप्त होता है । अचानक, हम उसे देखने के रूप में वह छोटे शहर में आता है कि वह साल पहले छोड़ दिया है । के बाद से वह इतना युवा छोड़ दिया है, और उसका नाम बदल कर उसे एक नया व्यक्तित्व देने के लिए योगदान देता है । उन्होंने पुराने स्कूल भवन को खरीदा है जहां वह रहने की योजना है । भवन निर्माण के लिए काफी काम की जरूरत है । एक अपनी स्थिति में एक आदमी की उंमीद के लिए दुनिया के सभी आराम है वह पीछे छोड़ दिया अपने नए निवास में स्थापित होगा, लेकिन नहीं, डैनियल अपने तरीके से कठोर सर्दियों के साथ कहते हैं । < br/> < br/> स्थानीय पादरी, Stig, जिसका चर्च एक छोटा गाना बजानेवालों है , अगर वह मदद करने में डैनियल ब्याज कर सकते है देखने के बुला आता है, लेकिन कंडक्टर कोई संगीत वापस जाने की इच्छा है । डैनियल अपने नए ब्रह्मांड का पता लगाने शुरू होता है । कस्बे के लोग उसे अकेला छोड़ देते हैं । वह लीना, जो स्थानीय दुकान में काम करता है, जहां वह अपने भोजन की आपूर्ति मिल जाता है पर एक छाप बनाता है । छोटे से थोड़ा, वह चारों ओर आता है और खुद को गाना बजानेवालों के साथ शामिल करने का फैसला । लीना अंततः डैनियल के साथ प्यार में गिर जाएगी । < br/> < br/> सबसे पहले, डैनियल और गाना बजानेवालों के सदस्यों के बीच संबंध वास्तव में वह क्या उंमीद नहीं है । के रूप में वे उसे बेहतर जानते हैं, वे चारों ओर आने के लिए उसे स्वीकार करते है और उसे उनमें से एक बना । अपनी नई स्थिति उसे औरत जो आरोप में किया जाता है के लिए प्रिय नहीं है । गाना बजानेवालों को एक पंचमेल चालक दल के सदस्य हैं, लेकिन वे परिवर्तन डैनियल जिस तरह से वे विभिंन गीतों की व्याख्या में बनाया गया है एहसास । गैब्रिएला के लिए बना नया टुकड़ा, एक पस्त पत्नी, उसके जीवन में एक महान प्रभाव पड़ता है और उसके साथी गायकों की है । < br/> < br/> डैनियल के साथ प्रदर्शनों के लिए विचार Stig के अपने. पादरी अचानक एक नई रोशनी में डैनियल देख शुरू होता है; वह एक उद्वेलित आदमी है, जो अपनी पत्नी, Siv को प्यार करने से पहले अश्लील पत्रिकाओं पढ़ना पसंद करता है । उनके विचारों हठधर्मिता के साथ संघर्ष, के रूप में उसे Siv अंक । Stig के लिए क्या वह उसे गाना बजानेवालों के सिर के रूप में गोलीबारी से डैनियल के एक अस्वास्थ्यकर प्रभाव समझता करने के लिए एक बंद करने की कोशिश का फैसला किया । < br/> < br/> गाना बजानेवालों को एक प्रतियोगिता में भाग लेने के लिए आमंत्रित कर दिया गया है ऑस्ट्रिया के लिए यात्रा करता है । डैनियल, जो अब तक लीना के लिए पूरी तरह से गिर गया है, एक को अपने जीवन में पहली बार उसके लिए उसकी भावनाओं को दिखाने का मौका है जब वह अपने रिश्ते के बारे में संदेह हो जाता है शुरू होता है । डैनियल जो अपने संगीत कार्यक्रम के लिए देर हो चुकी है, उंहें असाधारण संगीत बनाने सुनने के बावजूद वह उन के बीच में नहीं हो जाता है । < br/> < br/> Kay Pollak, इस भारी अपील फिल्म के निदेशक, पता चलता है वह आदमी इसे निर्देशित करने के लिए किया गया था । कहानी शुरू से ही दर्शक शामिल हैं । फिल्म की सफलता का बड़ा हिस्सा पहनावा कलाकारों कि एक साथ रखा गया करने के लिए चला जाता है । विलियम Nykvist, जो अग्रणी भूमिका निभाता है फिल्म देखने के लिए सबसे अच्छा बहाना है । फ्राइडा Hallgren, निकलास Falk, Ylva Loof, श्री Pollak के लिए उत्कृष्ट कार्य करें । < br/> < br/> स्टीफन Nilsson सुंदर संगीत एक सुनता के अधिकांश के लिए संगीतकार है । Harald गुंनार है Paalgard सिने फिल्म अपने सौंदर्य में दर्शकों के लिए अलग मौसम पर कब्जा बेहतर लग रही है ।",8
"This movie is bufoonery! and I loved it! The ""dragon lord"" (Jacky Chan) and his buddy, ""cowboy"", totally made the movie fun, meaningful, and just plain silly. The movie is a rare blend of a good vs. evil fight and (somehow) the wonders and fun that is growing up. Long Shao Ye takes the viewer through the daily activities of the young ""dragon lord"" (so named because he is the son of a wealthy family) and ""cowboy"", which include implementing clever, elaborate ways to escape studying (with the help of the entire household, including the tutor), competing in rather boyish (and idiotically interesting) ways to gain the affection of a local girl, competing in ""soccer"" (you will see what i mean) and the list goes on. Somehow they find themselves in the midst of a fight to save the a shipment of valuable antiques and the lives of several people.<br /><br />The movie has its serious moments. But they do not depress, but rather inspire. The playfulness of the boys are not lost in this exchange, but is actually employed against evil. What I really loved about this movie is how it ends. Not the typical confrontation (which in itself was awesome), but well, you'll see. Let me just say it truly captures the spirit of the movie.<br /><br />silly, witty, meaningful, and nostalgic. great movie.","यह फिल्म bufoonery है! और मैं इसे प्यार करता था! ""ड्रैगन प्रभु"" (जैकी चान) और उसके दोस्त, ""चरवाहा"", पूरी तरह से फिल्म मज़ा, सार्थक, और सिर्फ सादा मूर्ख बनाया है । फिल्म एक अच्छा बनाम बुराई लड़ाई का एक दुर्लभ मिश्रण है और (किसी भी तरह) चमत्कार और मज़ा है कि ऊपर बढ़ रहा है । लांग शाओ सुनो युवा ""ड्रैगन प्रभु"" (इसलिए क्योंकि वह एक धनी परिवार का बेटा है नाम के दैनिक गतिविधियों के माध्यम से दर्शक लेता है) और ""चरवाहा"", जो चालाक, विस्तृत तरीके (पूरे घर की मदद से पढ़ाई से बचने के कार्यांवयन शामिल हैं, ट्यूटर सहित), बल्कि बालसदृश में प्रतिस्पर्धा (और दिलचस्प idiotically) तरीके एक स्थानीय लड़की के स्नेह पाने के लिए, ""फुटबॉल"" में प्रतिस्पर्धा (आप देखेंगे कि मैं क्या मतलब है) और सूची में चला जाता है । किसी तरह वे खुद को एक लड़ाई के बीच में मिल बहुमूल्य प्राचीन वस्तुओं और कई लोगों के जीवन की एक खेप को बचाने के । < br/> < br/> फिल्म में इसके गंभीर क्षण हैं. लेकिन वे दबाना नहीं, बल्कि प्रेरित करते हैं । लड़कों की चंचलता इस मुद्रा में नहीं हारी, बल्कि वास्तव में बुराई के खिलाफ कार्यरत है । क्या मैं वास्तव में इस फिल्म के बारे में प्यार है कि यह कैसे समाप्त होता है । नहीं ठेठ टकराव (जो अपने आप में भयानक था), लेकिन अच्छी तरह से, आप देखेंगे । मुझे बस कहना है कि यह वास्तव में फिल्म की भावना कब्जा । < br/> < br/> मूर्ख, मजाकिया, सार्थक, और उदासीन । महान फिल्म ।",10
"I LOVE Jack's jokes like 'The cliché is...' or ""Over the top cliché guy, black, oily skin, kinda spooky..."". He is just hilarious! Daniel's starting to catch up on him to! Good thing Jack's not on the team anymore (in a way) or else it would have been sarcasm mania!!!!I just love all the plots (season 8, a little less, I have to admit), the characters are great, the actors are great, I'm starting to pick up facial expressions (and more) from Jack, Daniel and Teal'c...It just all theoretically possible and exciting...oops! Their I go again!!! Sorry, I'm also starting to pick up traits from Carter, and all of this is driving my parents NUTZ!!!!!!! Well, to conclude, I think it's good for another three seasons or so, especially if they keep on packing the episodes with all this humor, drama, action and so forth!!!!!!!!!!!!!!!!","मैं ' की तरह पुरानी है जैक चुटकुले प्यार करता हूं... ' या ""ऊपर अड़चन आदमी, काले, तेल त्वचा, थोड़े डरावना पर..."" । वह सिर्फ प्रफुल्लित है! डैनियल को उस पर पकड़ने के लिए शुरू! अच्छी बात है जैक और टीम पर नहीं है (एक तरह से) या फिर यह होता है ताना उंमाद!!!! मैं सिर्फ सभी भूखंडों प्यार (8 सीजन, थोड़ा कम, मैं मानता है), अक्षर महान हैं, अभिनेताओं महान हैं, मैं चेहरे का भाव लेने शुरू कर रहा हूं (और अधिक) जैक, डैनियल और Teal'c से.. । यह सिर्फ सभी सैद्धांतिक रूप से संभव है और रोमांचक... उफ़! उनकी मैं फिर से जाना!!! क्षमा करें, मैं भी कार्टर से लक्षण लेने शुरू कर रहा हूं, और यह सब मेरे माता पिता NUTZ गाड़ी चला रहा है!!!!!!! ठीक है, समाप्त करने के लिए, मुझे लगता है कि यह एक और तीन सत्रों के लिए अच्छा है या तो, खासकर अगर वे यह सब हास्य, नाटक, कार्रवाई और आगे के साथ एपिसोड पैकिंग पर रखना!!!!!!!!!!!!!!!!",10
